Author,CanonicalLink,Description,ISBN,ISBN Valid,ImageLink,Language,PublishedDate,Publisher,Subjects,Title,google_api_title,i
"Tosato-Rigo, Danièle",https://books.google.com/books/about/Lieber_Zoo.html?hl=&id=U9vaAAAACAAJ,"Ein Bilderbuch, das in Kisten, Kästen, Käfigen und Körben, die sich aufklappen lassen, eine Anzahl Tiere aus dem Zoo anreisen lässt. Ab 2.",3927544515,,http://books.google.com/books/content?id=U9vaAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,de,2004,,"Catherine--(impératrice de Russie ;--2); La Harpe, Frédéric César de; Tuteurs et tutorat (éducation); Suisse",La cour de Russie à l'école romande : gouvernantes et précepteurs chez les tsars : dossier /,La cour de Russie à l'école romande,13639
Plutarque 0046?-0120?,https://books.google.com/books/about/Leni_Riefenstahl_fives_lives.html?hl=&id=cHq7tAEACAAJ,,3822813036,,,de,2000,Les Belles Lettres,,Vies.,Vies.,13641
"Anex-Cabanis, Danielle",https://books.google.com/books/about/La_Vie_%C3%A9conomique_%C3%A0_Lausanne_au_Moyen.html?hl=&id=zOhHAAAAYAAJ,Analyse: Etude de la réglementation et du système juridique des foires lausannoises.,,,http://books.google.com/books/content?id=zOhHAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fr,1978,Cahiers de la renaissance vaudoise; Bibliothèque historique vaudoise,"économie--Lausanne (Suisse, VD)--Moyen-Âge",La vie économique à Lausanne au Moyen Age /,La vie économique à Lausanne au Moyen Age,13644
"Beccaria, Cesare 1738-1794",https://play.google.com/store/books/details?id=_700EAAAQBAJ,"""Pour qu’un châtiment ne soit pas un acte de violence d’un seul ou de plusieurs, contre un citoyen, il doit être public, prompt, nécessaire, le moins rigoureux possible, proportionné au délit, et fixé par les lois."" Inspiré par les philosophes des lumières, Beccaria interroge le système judiciaire et pose les fondements d'une justice moderne telle qu'elle doit être observée dans un pays démocratique. Ainsi, il postule la nécessité de proportionner les délits et les peines, et plaide pour une justice qui prévient le crime et ne se focalise pas uniquement sur la sévérité de la sanction qui doit être appliquée. En outre, Beccaria apparait ici comme étant farouchement opposé à la peine de mort et à la torture, pratiques qu'il qualifie de barbarie. Cette édition annotée est suivie par un essai de Voltaire intitulé : Commentaire sur le livre des délits et des peines par un avocat de province. Extrait : La peine de mort est encore funeste à la société, par les exemples de cruauté qu’elle donne aux hommes. Si les passions ou la nécessité de la guerre ont appris à répandre le sang humain, les lois, dont le but est d’adoucir les mœurs, devraient-elles multiplier cette barbarie, d’autant plus horrible qu’elle donne la mort avec plus d’appareil et de formalités ? N’est-il pas absurde que les lois, qui ne sont que l’expression de la volonté générale, qui détestent et punissent l’homicide, ordonnent un meurtre public, pour détourner les citoyens de l’assassinat ? Quelles sont les lois les plus justes et les plus utiles ? Ce sont celles que tous proposeraient et voudraient observer, dans ces moments où l’intérêt particulier se tait ou s’identifie avec l’intérêt public. Quel est le sentiment général sur la peine de mort ? Il est tracé en caractères ineffaçables dans ces mouvements d’indignation et de mépris que nous inspire la seule vue du bourreau, qui n’est pourtant que l’exécuteur innocent de la volonté publique, qu’un citoyen honnête qui contribue au bien général, et qui défend la sûreté de l’état au-dedans, comme le soldat la défend au-dehors.",9782357288607,,http://books.google.com/books/content?id=_700EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,fr,2021-06-24,Droz,droit pénal--[manuel]; peine (droit)--[manuel],Des délits et des peines /,Des délits et des peines,13647
"Tacitus, Publius Cornelius",https://books.google.com/books/about/Erz%C3%A4hlte_Geschichte.html?hl=&id=kysHyNzvqk8C,"Die Studie weitet die Perspektive der Narratologie (Erzähltheorie) auf Gegenstand und Methode der Geschichtsschreibung, insbesondere auf die berühmte französische Annales-Schule, aus. Es geht dabei um die Frage, wie Geschichtsschreibung selbst narrativ Geschichte 'schafft?, und ob es angesichts der narrativen Verfasstheit jeder Historiographie überhaupt einen Fortschritt in der historischen Erkenntnis geben kann. Rüth entfaltet nicht nur die theoretischen Hintergründe und Diskurse seiner Fragestellung, sondern untersucht anhand von Texten der Annales-Schule (Duby, Le Goff, Le Roy, Natalie Z. Davis) detailliert das narrative Moment in der Geschichtsschreibung.",3110183692,,http://books.google.com/books/content?id=kysHyNzvqk8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,de,2005,Les Belles lettres,Language Arts & Disciplines,Annales /,Annales,13654
"Schumacher, Jean-Jacques",https://books.google.com/books/about/Projektmanagement.html?hl=&id=Pwe1AAAACAAJ,,382661447X,,http://books.google.com/books/content?id=Pwe1AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,2004,Collection TQG,Comptabilité de gestion; Gestion d'entreprise; Techniques quantitatives de gestion; [Manuels d'enseignement],Techniques quantitatives de gestion 2 : Problèmes de comptabilité et d'arithmétique commerciale /,Techniques quantitatives de gestion 2,13684
,https://books.google.com/books/about/Le_droit_de_la_famille_dans_tous_ses_%C3%A9t.html?hl=&id=FIQuswEACAAJ,,,,,fr,2014,Université de Neuchâtel Faculté de droit; Université de Genève Faculté de droit,Famille; Droit; Suisse; [Études de cas]; [Manuels d'enseignement supérieur],Le droit de la famille dans tous ses états : formation d'avocat spécialiste FSA en droit de la famille /,Le droit de la famille dans tous ses états,13723
Jean Claude Goyon,https://books.google.com/books/about/Rituels_fun%C3%A9raires_de_l_ancienne_%C3%89gypt.html?hl=&id=ovoNAAAAYAAJ,,,,http://books.google.com/books/content?id=ovoNAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fr,1972,Ed du Cerf,funérailles--religion égyptienne--[anthologie],"Rituels funéraires de l'ancienne Égypte : le rituel de l'embaumement, le rituel de l'ouverture de la bouche, les livres des respirations /",Rituels funéraires de l'ancienne Égypte,13725
"Morand, Kathleen B 1915-2007",https://books.google.com/books/about/Jean_Pucelle.html?hl=&id=1QBe0AEACAAJ,,1905375468,,http://books.google.com/books/content?id=1QBe0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,2013,Clarendon Press,"manuscrit enluminé--Pucelle, Jean",Jean Pucelle /,Jean Pucelle,13726
"David, Henri 1931-",https://books.google.com/books/about/De_Sluter_%C3%A0_Sambin_La_renaissance.html?hl=&id=2-01AAAAMAAJ,,,,http://books.google.com/books/content?id=2-01AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fr,1933,E Leroux,Christian art and symbolism,De Sluter à Sambin : essai critique sur la sculpture et le décor monumental en Bourgogne au XVme et au XVIme siècles /,De Sluter à Sambin,13742
"Duguet, Anne-Marie",https://books.google.com/books/about/Vid%C3%A9o_la_m%C3%A9moire_au_poing.html?hl=&id=BspbPgAACAAJ,,,,,fr,1981,Hachette,vidéo,"Vidéo, la mémoire au poing /","Vidéo, la mémoire au poing",13758
"Brecht, Bertolt",https://books.google.com/books/about/Ecrits_sur_la_litt%C3%A9rature_et_l_art.html?hl=&id=eLJI0QEACAAJ,,,,,fr,1976,L'Arche,,Ecrits sur la littérature et l'art / précédé de,Ecrits sur la littérature et l'art / précédé de,13760
"Vovelle, Michel",https://books.google.com/books/about/Pi%C3%A9t%C3%A9_baroque_et_d%C3%A9christianisation_e.html?hl=&id=zX4QAQAAIAAJ,,,,http://books.google.com/books/content?id=zX4QAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fr,1978,Plon,vie religieuse--Provence (France)--18e s.,Piété baroque et déchristianisation en Provence au XVIIIe siècle : Les attitudes devant la mort d'après les clauses des testaments /,Piété baroque et déchristianisation en Provence au XVIIIe siècle,13765
"Hunold, Fridolin",https://books.google.com/books/about/Staatshaftung_f%C3%BCr_judikatives_Unrecht_e.html?hl=&id=3oDangEACAAJ,,372556857X,,,de,2013,Schulthess,"Pouvoir judiciaire; Droit administratif; Droit comparé; Responsabilité du fait de la justice; Pouvoir discrétionnaire des juges; Jugements; Suisse; Zurich (Suisse, canton); Glaris (Suisse, canton)",Staatshaftung für judikatives Unrecht : eine rechtsdogmatische und rechtstatsächliche Untersuchung bezogen auf den Bund und die Kantone Zürich und Glarus /,Staatshaftung für judikatives Unrecht,13787
"Russell, Francis",https://books.google.com/books/about/D%C3%BCrer_et_son_temps_1471_1528.html?hl=&id=1DyEAAAACAAJ,,2734402270,,,fr,1983,Time-Life,"Dürer, Albrecht",Dürer et son temps : 1471-1528 /,Dürer et son temps,13795
"Naef, Anja",https://books.google.com/books/about/Fit_in_English.html?hl=&id=KCWBAgAACAAJ,,3425242008,,,fr,2003,Schubi Lernmedien,,Fit en français /,Fit en français,13803
"Yamashita, Haruo",https://books.google.com/books/about/Le_Train_des_souris.html?hl=&id=TX6PMwEACAAJ,,,,,fr,1986,L'école des loisirs,,Le train des souris /,Le train des souris,13821
Ernest Langlois,https://books.google.com/books/about/Le_Couronnement_de_Louis_Chanson_de_Gest.html?hl=&id=teXQswEACAAJ,"Excerpt from Le Couronnement de Louis, Chanson de Geste du Xiie Siècle La troisième et la cinquième partie reproduisent peut ètre un écho lointain des soulèvements de vassaux qui eurent lieu sous les derniers Carolingiens et sous les pre miers Capétiens; peut-ètre aussi sont-elles de pure invention. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",1527610195,,http://books.google.com/books/content?id=teXQswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fr,2017-07-18,H Champion,Poetry,Le couronnement de Louis : chanson de geste du XIIe siècle /,Le couronnement de Louis,13859
"Gerbert, de Montreuil",https://books.google.com/books/about/Le_roman_de_la_violette_ou_de_Gerart_de.html?hl=&id=JBIiSQAACAAJ,,,,,fr,1828,H Champion,,Le roman de la violette ou de Gerart de Nevers /,Le roman de la violette ou de Gerart de Nevers,13862
Collectif,https://play.google.com/store/books/details?id=JHHDDwAAQBAJ,"Du Couronnement Louis, l'une des plus anciennes chansons de geste françaises, il existe trois rédactions en vers. La troisième ne comporte que 315 vers; par ailleurs, les divergences que l'on peut noter entre les deux autres versions n'empêchent en rien l'éditeur d'opter pour une disposition synoptique. Premier volet d'un tryptique, le Couronnement Louis consitiue, avec le Charroi de Nîmes et la prise d'Orange, le premier noyau du cycle de Guillaume d'Orange.",9782600325356,,http://books.google.com/books/content?id=JHHDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,fr,1978-01-01,Droz,History,Les rédactions en vers du Couronnement de Louis /,Les rédactions en vers du Couronnement de Louis,13870
"Dumézil, Georges",https://play.google.com/store/books/details?id=wGZMBgAAQBAJ,"Bienvenue dans la collection Les Fiches de lecture d’Universalis Placé avant les grands tableaux philologiques et littéraires de la série Mythe et épopée (1968-1973), L’Idéologie tripartie des Indo-Européens (1958) se présente en réalité comme un bilan des travaux liés à la découverte capitale que Dumézil (1898-1986), renonçant à l’herméneutique frazérienne perceptible dans ses premières recherches de mythologie comparée (Le Festin d’immortalité en 1924, Le Crime des Lemniennes en 1924), avait présentée dès 1930 lors de ses cours à l’École pratique des hautes études puis dans un article de 1938 : il y montrait que Indo-Iraniens et Indo-Européens occidentaux s’organisaient fondamentalement sur une même structure tripartie. Une fiche de lecture spécialement conçue pour le numérique, pour tout savoir sur L'Idéologie tripartie des Indo-Européens de Georges Dumézil Chaque fiche de lecture présente une œuvre clé de la littérature ou de la pensée. Cette présentation est couplée avec un article de synthèse sur l’auteur de l’œuvre. A propos de l’Encyclopaedia Universalis : Reconnue mondialement pour la qualité et la fiabilité incomparable de ses publications, Encyclopaedia Universalis met la connaissance à la portée de tous. Écrite par plus de 7 400 auteurs spécialistes et riche de près de 30 000 médias (vidéos, photos, cartes, dessins...), l’Encyclopaedia Universalis est la plus fiable collection de référence disponible en français. Elle aborde tous les domaines du savoir.",9782852295391,,http://books.google.com/books/content?id=wGZMBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,fr,2015-11-10,Latomus,idéologie--Indo-Européens (peuple),L'idéologie tripartie des Indo-Européens /,L'idéologie tripartie des Indo-Européens,13875
Claude Altermatt,https://books.google.com/books/about/La_politique_%C3%A9trang%C3%A8re_de_la_Suisse_pe.html?hl=&id=onUapT0sEBwC,"La Suisse, férue de sa neutralité, inquiète des retours de bâton de la démocratie directe, est décrite ici de 1947 à 1989, période dominée par la confrontation Est-Ouest. Sa politique étrangère, marquée surtout par Petitpierre, Schaffner ou Graber, est clarifiée par l'auteur, historien et diplomate de la jeune génération, comme un lent apprentissage d'une solidarité internationale : règlement qu'on croyait final des séquelles de l'hégémonie hitlérienne, position de Berne dans la nouvelle confrontation idéologique, bons offices, extrême prudence face à la construction européenne, préférence accordée aux accords bilatéraux et aux accords économiques et commerciaux, puis, engagement dans une politique des droits de l'homme à l'enseigne d'Helsinki (CSCE) et dans la protection de l'environnement. Ce livre analyse la position de la Suisse face aux Etats-Unis vainqueurs, à l'URSS menaçante, à la Chine de Mao, au Tiers-Monde, face aux guerres de Corée et du Vietnam, à l'Afrique du Sud, au terrorisme et face à l'Europe.",9782880745943,,http://books.google.com/books/content?id=onUapT0sEBwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,fr,2003-01-01,Département fédéral des affaires étrangères DFAE Direction politique DP Secrétariat politique,politique étrangère--Suisse--1945 / 1964--[études diverses],"La politique étrangère de la Suisse : permanences, ruptures et défis : 1945-1964 /",La politique étrangère de la Suisse,13887
,https://books.google.com/books/about/Le_Mouvement_ouvrier_suisse.html?hl=&id=_TPxAAAAMAAJ,"Peu de documents romands, presque aucun texte venant du canton de Vaud.",,,http://books.google.com/books/content?id=_TPxAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fr,1978,Ed Adversaires,mouvement ouvrier--Suisse--1800 / 1975--[document],"Le Mouvement ouvrier suisse : documents : situation, organisation et luttes des travailleurs de 1800 à nos jours /",Le Mouvement ouvrier suisse,13893
Herodotus,https://play.google.com/store/books/details?id=cPF8EAAAQBAJ,"Winzig, le lutin de la forêt, et sa femme Wanda vivent dans une coquille d'escargot. Dans la forêt d'ail des ours, ils échappent à la dangereuse attaque d'un geai des chênes. Sur un coucou, ils voguent dans les airs. Dans un tunnel de terre, ils rencontrent un grillon de taupe. Ils voyagent dans des villes naines lointaines pour rendre visite à leurs petits-enfants et ... apprennent même le langage des fourmis. Sept joyeuses histoires pour s'endormir (à partir de 5 ans)",9783754193563,,http://books.google.com/books/content?id=cPF8EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,de,2022-06-07,Les Belles lettres,Juvenile Nonfiction,Histoires /,Histoires,13898
